"House","Date","Subject","Policy vote","PolicyLink","Party","Vote","Vote Count","description","policy_type","political_leaning"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Only allow destitute asylum seekers and those under residence restrictions to live in accommodation centres for a maximum of 10 weeks — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=263","PC","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Only allow destitute asylum seekers and those under residence restrictions to live in accommodation centres for a maximum of 10 weeks — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=263","PC","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Only allow destitute asylum seekers and those under residence restrictions to live in accommodation centres for a maximum of 10 weeks — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=263","PC","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Only allow destitute asylum seekers and those under residence restrictions to live in accommodation centres for a maximum of 10 weeks — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=263","SNP","FOR",5,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Only allow destitute asylum seekers and those under residence restrictions to live in accommodation centres for a maximum of 10 weeks — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=263","SNP","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Only allow destitute asylum seekers and those under residence restrictions to live in accommodation centres for a maximum of 10 weeks — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=263","SNP","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Only allow destitute asylum seekers and those under residence restrictions to live in accommodation centres for a maximum of 10 weeks — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=263","SNP","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Do not allow appeals against rejected asylum claims from within the UK if the claim is unfounded","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=264","Con","FOR",52,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Do not allow appeals against rejected asylum claims from within the UK if the claim is unfounded","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=264","Con","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Do not allow appeals against rejected asylum claims from within the UK if the claim is unfounded","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=264","Con","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Do not allow appeals against rejected asylum claims from within the UK if the claim is unfounded","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=264","Con","OTHER",112,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Do not allow appeals against rejected asylum claims from within the UK if the claim is unfounded","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=264","Lab","FOR",321,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Do not allow appeals against rejected asylum claims from within the UK if the claim is unfounded","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=264","Lab","OTHER",16,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Do not allow appeals against rejected asylum claims from within the UK if the claim is unfounded","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=264","Lab","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Do not allow appeals against rejected asylum claims from within the UK if the claim is unfounded","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=264","Lab","OTHER",70,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Do not allow appeals against rejected asylum claims from within the UK if the claim is unfounded","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=264","LDem","FOR",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Do not allow appeals against rejected asylum claims from within the UK if the claim is unfounded","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=264","LDem","OTHER",46,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Do not allow appeals against rejected asylum claims from within the UK if the claim is unfounded","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=264","LDem","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Do not allow appeals against rejected asylum claims from within the UK if the claim is unfounded","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=264","LDem","OTHER",5,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Do not allow appeals against rejected asylum claims from within the UK if the claim is unfounded","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=264","PC","FOR",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Do not allow appeals against rejected asylum claims from within the UK if the claim is unfounded","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=264","PC","OTHER",3,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Do not allow appeals against rejected asylum claims from within the UK if the claim is unfounded","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=264","PC","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Do not allow appeals against rejected asylum claims from within the UK if the claim is unfounded","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=264","PC","OTHER",1,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Do not allow appeals against rejected asylum claims from within the UK if the claim is unfounded","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=264","SNP","FOR",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Do not allow appeals against rejected asylum claims from within the UK if the claim is unfounded","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=264","SNP","OTHER",5,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Do not allow appeals against rejected asylum claims from within the UK if the claim is unfounded","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=264","SNP","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Do not allow appeals against rejected asylum claims from within the UK if the claim is unfounded","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=264","SNP","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Allow earlier rights of appeal — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=267","Con","FOR",35,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Allow earlier rights of appeal — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=267","Con","OTHER",2,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Allow earlier rights of appeal — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=267","Con","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Allow earlier rights of appeal — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=267","Con","OTHER",127,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Allow earlier rights of appeal — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=267","Lab","FOR",321,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Allow earlier rights of appeal — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=267","Lab","OTHER",2,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Allow earlier rights of appeal — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=267","Lab","OTHER",1,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Allow earlier rights of appeal — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=267","Lab","OTHER",84,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Allow earlier rights of appeal — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=267","LDem","FOR",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Allow earlier rights of appeal — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=267","LDem","OTHER",45,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Allow earlier rights of appeal — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=267","LDem","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Allow earlier rights of appeal — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=267","LDem","OTHER",6,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Allow earlier rights of appeal — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=267","PC","FOR",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Allow earlier rights of appeal — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=267","PC","OTHER",3,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Allow earlier rights of appeal — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=267","PC","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Allow earlier rights of appeal — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=267","PC","OTHER",1,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Allow earlier rights of appeal — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=267","SNP","FOR",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Allow earlier rights of appeal — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=267","SNP","OTHER",5,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Allow earlier rights of appeal — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=267","SNP","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-11,"Nationality, Immigration and Asylum Bill — Allow earlier rights of appeal — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-11&house=commons&number=267","SNP","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Allow the withdrawal of support from immigrants and asylum seekers in certain circumstances","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=268","Con","FOR",129,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Allow the withdrawal of support from immigrants and asylum seekers in certain circumstances","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=268","Con","OTHER",1,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Allow the withdrawal of support from immigrants and asylum seekers in certain circumstances","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=268","Con","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Allow the withdrawal of support from immigrants and asylum seekers in certain circumstances","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=268","Con","OTHER",34,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Allow the withdrawal of support from immigrants and asylum seekers in certain circumstances","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=268","Lab","FOR",321,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Allow the withdrawal of support from immigrants and asylum seekers in certain circumstances","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=268","Lab","OTHER",8,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Allow the withdrawal of support from immigrants and asylum seekers in certain circumstances","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=268","Lab","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Allow the withdrawal of support from immigrants and asylum seekers in certain circumstances","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=268","Lab","OTHER",79,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Allow the withdrawal of support from immigrants and asylum seekers in certain circumstances","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=268","LDem","FOR",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Allow the withdrawal of support from immigrants and asylum seekers in certain circumstances","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=268","LDem","OTHER",51,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Allow the withdrawal of support from immigrants and asylum seekers in certain circumstances","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=268","LDem","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Allow the withdrawal of support from immigrants and asylum seekers in certain circumstances","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=268","LDem","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Allow the withdrawal of support from immigrants and asylum seekers in certain circumstances","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=268","PC","FOR",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Allow the withdrawal of support from immigrants and asylum seekers in certain circumstances","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=268","PC","OTHER",3,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Allow the withdrawal of support from immigrants and asylum seekers in certain circumstances","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=268","PC","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Allow the withdrawal of support from immigrants and asylum seekers in certain circumstances","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=268","PC","OTHER",1,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Allow the withdrawal of support from immigrants and asylum seekers in certain circumstances","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=268","SNP","FOR",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Allow the withdrawal of support from immigrants and asylum seekers in certain circumstances","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=268","SNP","OTHER",5,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Allow the withdrawal of support from immigrants and asylum seekers in certain circumstances","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=268","SNP","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Allow the withdrawal of support from immigrants and asylum seekers in certain circumstances","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=268","SNP","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Do not penalise those who bring passengers to the UK without the necessary authority — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=270","Con","FOR",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Do not penalise those who bring passengers to the UK without the necessary authority — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=270","Con","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Do not penalise those who bring passengers to the UK without the necessary authority — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=270","Con","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Do not penalise those who bring passengers to the UK without the necessary authority — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=270","Con","OTHER",NA,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Do not penalise those who bring passengers to the UK without the necessary authority — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=270","Lab","FOR",300,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Do not penalise those who bring passengers to the UK without the necessary authority — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=270","Lab","OTHER",1,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Do not penalise those who bring passengers to the UK without the necessary authority — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=270","Lab","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Do not penalise those who bring passengers to the UK without the necessary authority — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=270","Lab","OTHER",106,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Do not penalise those who bring passengers to the UK without the necessary authority — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=270","LDem","FOR",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Do not penalise those who bring passengers to the UK without the necessary authority — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=270","LDem","OTHER",47,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Do not penalise those who bring passengers to the UK without the necessary authority — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=270","LDem","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Do not penalise those who bring passengers to the UK without the necessary authority — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=270","LDem","OTHER",4,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Do not penalise those who bring passengers to the UK without the necessary authority — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=270","PC","FOR",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Do not penalise those who bring passengers to the UK without the necessary authority — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=270","PC","OTHER",2,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Do not penalise those who bring passengers to the UK without the necessary authority — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=270","PC","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Do not penalise those who bring passengers to the UK without the necessary authority — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=270","PC","OTHER",2,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Do not penalise those who bring passengers to the UK without the necessary authority — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=270","SNP","FOR",0,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Do not penalise those who bring passengers to the UK without the necessary authority — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=270","SNP","OTHER",4,"Make seeking asylum more difficult","Home Office","Right"
"Commons",2002-06-12,"Nationality, Immigration and Asylum Bill — Do not penalise those who bring passengers to the UK without the necessary authority — rejected","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-06-12&house=commons&number=270","SNP","OTHER",0,"Make seeking asylum more difficult","Home Office","Right"
